PID,TEST_CYCLE,TEST_SUITE,TEST_CASE,TARGET RELEASE/BUILD,END TO END TEST NAME,OUTPUT LOCATION,ASSIGNED TEAM,WHEN TO RUN,MAIN FUNCTIONAL AREA,SUB FUNCTIONAL AREA,TOTAL RUN LOGS,RUN LOGS PASSED,RUN LOGS FAILED,RUN LOGS SKIPPED,RUN LOGS ERROR,EXECUTION RESULT,EXECUTION STATE 1,EXECUTION STATE 2,FAILURE MESSAGE 1,FAILURE MESSAGE 2,LINK TO EXECUTION ARTIFACTS 1,LINK TO EXECUTION ARTIFACTS 2,LINK TO LOGS 1,LINK TO LOGS 2
TR-20509781,2025-09-17_STEX,ComputerOnly_Tests,TC-11180,    0.16.621_AzureDeployment_az,[TC-11180] Assign a tag adding the name of the tag GA Scope,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872482.txt,PTT,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509781\536870065,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509781\536872482,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user47)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758172404758&to=1758172630585,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user08)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758183633116&to=1758183870457
TR-20509783,2025-09-17_STEX,ComputerOnly_Tests,TC-11186,    0.16.621_AzureDeployment_az,"[TC-11186] LD - Enable toggle bit in the context, main menu and shortcut",https://sncstexregression1.az.ra.rockwell.com/stdouts/536872483.txt,POD 30 - Falcon,,Ladder Diagram,"[Ladder Diagram, DIB]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509783\536870066,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509783\536872483,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758166414441&to=1758166672227,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user39)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758176307282&to=1758176585426
TR-20509785,2025-09-17_STEX,ComputerOnly_Tests,TC-11202,    0.16.621_AzureDeployment_az,[TC-11202] Validate user can drag/drop instances from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872479.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509785\536870062,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509785\536872479,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user51)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758154090459&to=1758154483144,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user12)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758158620763&to=1758159017261
TR-20509788,2025-09-17_STEX,ComputerOnly_Tests,TC-11206,    0.16.621_AzureDeployment_az,[TC-11206] Validate user can drag/drop inherited instances from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872480.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509788\536870063,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509788\536872480,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user34)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758153236898&to=1758153523747,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758165545704&to=1758165826404
TR-20509792,2025-09-17_STEX,ComputerOnly_Tests,TC-11210,    0.16.621_AzureDeployment_az,[TC-11210] Validate user can drag/drop instances into inherited ones from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872475.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509792\536870058,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509792\536872475,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user22)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758178653940&to=1758179009522,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user30)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758166581437&to=1758166923044
TR-20509794,2025-09-17_STEX,ComputerOnly_Tests,TC-11211,    0.16.621_AzureDeployment_az,[TC-11211] Validate user can drag/drop child instance into an inherited child from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872474.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509794\536870059,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509794\536872474,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user25)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147776314&to=1758148009114,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user15)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758156219910&to=1758156469200
TR-20509796,2025-09-17_STEX,ComputerOnly_Tests,TC-11214,    0.16.621_AzureDeployment_az,[TC-11214] Validate user can drag/drop instances into inherited ones from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872476.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509796\536870060,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509796\536872476,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758182301794&to=1758182562953,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user08)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758164431210&to=1758164709689
TR-20509798,2025-09-17_STEX,ComputerOnly_Tests,TC-11215,    0.16.621_AzureDeployment_az,[TC-11215] Validate user can drag/drop inherited child instance into a child from System Explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872477.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509798\536870061,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509798\536872477,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user13)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758182296334&to=1758182521034,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user60)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758183195869&to=1758183442151
TR-20509800,2025-09-17_STEX,ComputerOnly_Tests,TC-11227,    0.16.621_AzureDeployment_az,[TC-11227] View/Edit pin value in offline mode GA Scope,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872471.txt,PTT,,Ladder Diagram,"[Ladder Diagram, DIB]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509800\536870054,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509800\536872471,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user42)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758160502105&to=1758160687902,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758155404837&to=1758155591362
TR-20509801,2025-09-17_STEX,ComputerOnly_Tests,TC-11250,    0.16.621_AzureDeployment_az,[TC-11250] - Check modal when creating a controller parameter connection ,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872472.txt,POD 13 - Quokka,,Tag Editor,"[Tag Editor, DIB]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509801\536870056,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509801\536872472,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user49)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758155823681&to=1758156424928,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user44)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758178098911&to=1758178690718
TR-20509802,2025-09-17_STEX,ComputerOnly_Tests,TC-11295,    0.16.621_AzureDeployment_az,[TC-11295] - Feature flag for FBD in FE side,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872473.txt,POD 28 - Raccoon,,FBD,[FBD],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509802\536870057,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509802\536872473,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user12)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758164173209&to=1758164407674,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user54)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758174477811&to=1758174699467
TR-20509808,2025-09-17_STEX,ComputerOnly_Tests,TC-11299,    0.16.621_AzureDeployment_az,[TC-11299] - Validate `Convert to Logix Designer project...` option in the `File` menu,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872468.txt,POD 17 - Owlbear,,Export to Logix Designer,"[Project Management -> Export, Project Management]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509808\536870051,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509808\536872468,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user32)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758176197358&to=1758176294930,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758153652921&to=1758153747231
TR-20509811,2025-09-17_STEX,ComputerOnly_Tests,TC-11346,    0.16.621_AzureDeployment_az,[TC-11346] Verify that the Title bar ôSign outô option shows correctly when the user has been logged,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872470.txt,POD 9 - Cobra,,Authorization and Log-In Authentication,"[Visual Design, Devices, Devices -> Device Profile]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509811\536870053,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509811\536872470,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user12)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758176203444&to=1758176296809,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user12)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758153654813&to=1758153747757
TR-20509820,2025-09-17_STEX,ComputerOnly_Tests,TC-11374,    0.16.621_AzureDeployment_az,[TC-11374] - Edit inherited program scope tags from the tag editor and verify that the info is persisted in the code editor,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872469.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509820\536870050,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509820\536872469,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user54)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758174094646&to=1758174259215,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user43)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758178597118&to=1758178776085
TR-20509829,2025-09-17_STEX,ComputerOnly_Tests,TC-11385,    0.16.621_AzureDeployment_az,[TC-11385] - Validate dialog labels after use Convert to Logix Designer project... option in File menu with unsaved changes,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872400.txt,POD 17 - Owlbear,,Export to Logix Designer,"[Project Management -> Export, Project Management]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509829\536869983,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509829\536872400,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758150607511&to=1758150748313,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user17)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758183567580&to=1758183697214
TR-20509830,2025-09-17_STEX,ComputerOnly_Tests,TC-11395,    0.16.621_AzureDeployment_az,"[TC-11395] - Check empty state when open a tag with syntax error in a SO, controller and AOI",https://sncstexregression1.az.ra.rockwell.com/stdouts/536872399.txt,POD 13 - Quokka,,Tag Editor,,2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509830\536869982,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509830\536872399,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user07)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758154097743&to=1758154456450,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user48)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758182228935&to=1758182568525
TR-20509831,2025-09-17_STEX,ComputerOnly_Tests,TC-11401,    0.16.621_AzureDeployment_az,"[TC-11401] - Check errors when loading a tag in a SO, controller and AOI",https://sncstexregression1.az.ra.rockwell.com/stdouts/536872401.txt,POD 13 - Quokka,,Tag Editor,,2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509831\536869984,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509831\536872401,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user51)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758174605278&to=1758174770610,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user09)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758171862912&to=1758172006511
TR-20509833,2025-09-17_STEX,ComputerOnly_Tests,TC-11413,    0.16.621_AzureDeployment_az,[TC-11413] Validate the IntelliCENTER Delete values in the Property pane,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872403.txt,POD 19 - Pangolin,,IntelliCENTER,[IntelliCENTER],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509833\536869986,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509833\536872403,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user50)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758149716731&to=1758149978309,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user27)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758171539568&to=1758171799699
TR-20509834,2025-09-17_STEX,ComputerOnly_Tests,TC-11439,    0.16.621_AzureDeployment_az,[TC-11439] LD - Drag and Drop - Move Rung,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872402.txt,POD 30 - Falcon,,Ladder Diagram,[Ladder Diagram],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509834\536869985,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509834\536872402,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758169501484&to=1758169805205,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758183611645&to=1758183912793
TR-20509835,2025-09-17_STEX,ComputerOnly_Tests,TC-11499,    0.16.621_AzureDeployment_az,[TC-11499] Open Tags and Parameters from toolbar icon,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872392.txt,POD 12 - Wolf,,Tag Editor,,2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509835\536869975,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509835\536872392,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user32)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758154978721&to=1758155296847,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user57)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758150143068&to=1758150472222
TR-20509836,2025-09-17_STEX,ComputerOnly_Tests,TC-11503,    0.16.621_AzureDeployment_az,[TC-11503] - Edit inherited routine scope tags from the tag editor and verify that the info is persisted in the grid,https://sncstexregression1.az.ra.rockwell.com/stdouts/536872391.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783785\CL-36281\CL-38398\TS-139869\TR-20509836\536869974,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783788\CL-36281\CL-38398\TS-139869\TR-20509836\536872391,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user06)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758157465231&to=1758157652470,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user18)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758166588716&to=1758166777298
