PID,TEST_CYCLE,TEST_SUITE,TEST_CASE,TARGET RELEASE/BUILD,END TO END TEST NAME,OUTPUT LOCATION,ASSIGNED TEAM,WHEN TO RUN,MAIN FUNCTIONAL AREA,SUB FUNCTIONAL AREA,TOTAL RUN LOGS,RUN LOGS PASSED,RUN LOGS FAILED,RUN LOGS SKIPPED,RUN LOGS ERROR,EXECUTION RESULT,EXECUTION STATE 1,EXECUTION STATE 2,FAILURE MESSAGE 1,FAILURE MESSAGE 2,LINK TO EXECUTION ARTIFACTS 1,LINK TO EXECUTION ARTIFACTS 2,LINK TO LOGS 1,LINK TO LOGS 2
TR-20508716,2025-09-17_STEX,ComputerOnly_Tests,TC-509,    0.16.621_AzureDeployment_az,[TC-509] -Verify the count of all the controllers and checked from the header row,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871636.txt,POD 33 - MerLEE,,Deploy,[Deploy],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508716\536869160,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508716\536871636,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148293502&to=1758148531796,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user16)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758173874128&to=1758174104863
TR-20508718,2025-09-17_STEX,ComputerOnly_Tests,TC-534,    0.16.621_AzureDeployment_az,[TC-534] Clear the Properties editor when the selected item is deleted,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871635.txt,POD 12 - Wolf,,UI Components,"[UI Components, UI Components -> Panels]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508718\536869162,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508718\536871635,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user37)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147283984&to=1758147418345,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758150882476&to=1758151006421
TR-20508719,2025-09-17_STEX,ComputerOnly_Tests,TC-545,    0.16.621_AzureDeployment_az,[TC-545] Toolbox Globalpanel while using the filter option,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871638.txt,POD 12 - Wolf,,UI Components,"[UI Components, UI Components -> Panels]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508719\536869163,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508719\536871638,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user43)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147533233&to=1758147673996,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758166018108&to=1758166154604
TR-20508720,2025-09-17_STEX,ComputerOnly_Tests,TC-588,    0.16.621_AzureDeployment_az,[TC-588] New project from the `File` menu and from the `Welcome` screen,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871637.txt,POD 7 - Capybara,[Stable Suite],Project Management,"[Project Management -> Creation, Project Management]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508720\536869161,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508720\536871637,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user49)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148309119&to=1758148418842,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user16)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758153503701&to=1758153636761
TR-20508722,2025-09-17_STEX,ComputerOnly_Tests,TC-601,    0.16.621_AzureDeployment_az,[TC-601][TAG-EDITOR] Data type auto-complete,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871639.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508722\536869164,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508722\536871639,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user17)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147270766&to=1758147485567,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user57)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758149040685&to=1758149273098
TR-20508725,2025-09-17_STEX,ComputerOnly_Tests,TC-632,    0.16.621_AzureDeployment_az,[TC-632] Add and Edit devices in Device List,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871631.txt,POD 16 - Badger,[Stable Suite],Devices,[Devices],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508725\536869155,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508725\536871631,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user31)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147416054&to=1758147647727,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user27)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758149967172&to=1758150194228
TR-20508726,2025-09-17_STEX,ComputerOnly_Tests,TC-648,    0.16.621_AzureDeployment_az,[TC-648] -  Verify the synchronization of the path information between the properties panel and the GoOnline Panel,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871630.txt,POD 17 - Owlbear,,Go Online,"[Deploy, Go Online]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508726\536869149,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508726\536871630,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user08)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148338713&to=1758148473365,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user48)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758153494131&to=1758153618416
TR-20508727,2025-09-17_STEX,ComputerOnly_Tests,TC-691,    0.16.621_AzureDeployment_az,[TC-691] Datatype dialog selector,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871632.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508727\536869157,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508727\536871632,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user48)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147436814&to=1758147743263,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user10)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758166997451&to=1758167309784
TR-20508728,2025-09-17_STEX,ComputerOnly_Tests,TC-693,    0.16.621_AzureDeployment_az,[TC-693] Edit general controller information in properties panel,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871633.txt,POD 33 - MerLEE,,Deploy,"[Deploy, Devices]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508728\536869159,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508728\536871633,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user40)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148290856&to=1758148528093,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758170000773&to=1758170238041
TR-20508729,2025-09-17_STEX,ComputerOnly_Tests,TC-722,    0.16.621_AzureDeployment_az,[TC-722] View and update specific AO properties,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871634.txt,POD 8 - Fox,,UI Components,"[UI Components, UI Components -> Panels]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508729\536869158,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508729\536871634,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user42)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148197365&to=1758148552867,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758169990649&to=1758170313137
TR-20508730,2025-09-17_STEX,ComputerOnly_Tests,TC-744,    0.16.621_AzureDeployment_az,[TC-744][TAG-EDITOR] - Keyboard support for the grid,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871627.txt,POD 14 - Chimera,[Stable Suite],Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508730\536869146,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508730\536871627,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user07)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148242441&to=1758148584923,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user55)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758159224762&to=1758159583353
TR-20508731,2025-09-17_STEX,ComputerOnly_Tests,TC-766,    0.16.621_AzureDeployment_az,[TC-766] Verify projects with saved changes that are closed can be re-opened,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871626.txt,POD 7 - Capybara,[Build Verification],UI Components,"[UI Components, Project Management -> Save, Project Management]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508731\536869145,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508731\536871626,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user03)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148228684&to=1758148368942,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user28)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758170393150&to=1758170506603
TR-20508732,2025-09-17_STEX,ComputerOnly_Tests,TC-816,    0.16.621_AzureDeployment_az,[TC-816][TAG-EDITOR] - Toggle Column Visibility,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871628.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508732\536869147,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508732\536871628,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user39)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148262484&to=1758148375021,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758155244825&to=1758155375953
TR-20508736,2025-09-17_STEX,ComputerOnly_Tests,TC-844,    0.16.621_AzureDeployment_az,[TC-844][GENERAL PANEL][PROPERTIES]-Data type auto-complete,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871629.txt,POD 14 - Chimera,,Tag Editor,"[Tag Editor, UI Components, UI Components -> Tabs]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508736\536869148,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508736\536871629,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user35)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148227060&to=1758148420931,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user48)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758170418922&to=1758170609608
TR-20508737,2025-09-17_STEX,ComputerOnly_Tests,TC-845,    0.16.621_AzureDeployment_az,[TC-845] Verify sorting for Add Devices dialog - New Device tab grid columns.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871785.txt,POD 16 - Badger,,Devices,"[Devices, Devices -> Bind I/O]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508737\536869236,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508737\536871785,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user19)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148174441&to=1758148359152,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user42)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758152635053&to=1758152793831
TR-20508738,2025-09-17_STEX,ComputerOnly_Tests,TC-848,    0.16.621_AzureDeployment_az,[TC-848] [Data Item Browser LD] - Shows the dialog for the DIB,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871784.txt,POD 8 - Fox,[Stable Suite],Ladder Diagram,[DIB],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508738\536869234,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508738\536871784,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user59)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148692820&to=1758148873000,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user54)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758152654476&to=1758152810800
TR-20508740,2025-09-17_STEX,ComputerOnly_Tests,TC-860,    0.16.621_AzureDeployment_az,[TC-860] Create Automation Object Definition and a Program,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871786.txt,POD 8 - Fox,,Automation Object,"[Automation Object, Automation Object -> Definition]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508740\536869239,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508740\536871786,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user15)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148165349&to=1758148394365,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user35)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758177589574&to=1758177813858
TR-20508741,2025-09-17_STEX,ComputerOnly_Tests,TC-891,    0.16.621_AzureDeployment_az,[TC-891][GENERAL PANEL][PROPERTIES] - Tag data type dialog selector,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871787.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508741\536869240,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508741\536871787,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user27)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148196139&to=1758148458813,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user24)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758170768766&to=1758170997675
